阿柏克茲亞	阿柏克兹亚
苟合取容	苟合取容
苟容曲從	苟容曲从
苟同	苟同
垢面	垢面
夠出	够出
夠剋制	够克制
夠了	够了
夠面子	夠面子
夠塗	够涂
夠兇	够凶
夠鍾愛	够钟爱
夠鍾情	够钟情
夠種	够种
構築	构筑
構築工事	构筑工事
構築物	构筑物
購併	购并
購併案	购并案
購彩	购彩
購回	购回
購買慾	购买欲
購物臺	购物台
購物慾	购物欲
購銷差價	购销差价
估價	估价
估價單	估价单
估價行	估价行
估算出	估算出
呱嗒板兒	呱嗒板儿
咕咕鐘	咕咕钟
姑表	姑表
姑惡	姑恶
姑娘	姑娘
姑娘家	姑娘家
姑蘇	姑苏
姑息養奸	姑息养奸
孤辰合注	孤辰合注
孤燈挑盡	孤灯挑尽
孤兒藥	孤儿药
孤寡不穀	孤寡不谷
孤拐	孤拐
孤拐面	孤拐面
孤軍奮鬥	孤军奋斗
孤悽	孤凄
孤身隻影	孤身只影
孤塗	孤涂
孤形吊影	孤形吊影
孤形隻影	孤形只影
孤遊	孤游
孤雲	孤云
孤雲野鶴	孤云野鹤
孤征	孤征
孤注	孤注
孤注一擲	孤注一掷
沽酒當爐	沽酒当炉
沽名吊譽	沽名吊誉
沽名干譽	沽名干誉
辜濂松	辜濂松
鶻崙吞棗	鹘仑吞枣
古巴共產黨	古巴共产党
古板	古板
古典藝術	古典艺术
古蹟	古迹
古傑拉爾	古杰拉尔
古傑拉特邦	古杰拉特邦
古今注	古今注
古柯鹹	古柯咸
古柯葉	古柯叶
古里古怪	古里古怪
古樸	古朴
古切里	古切里
古書云	古书云 古書云
古騰堡計劃	古腾堡计划
古絃	古弦
古遊	古游
古語云	古語云 古语云
古云	古云
古雲鎮	古云镇
古制	古制
古鐘	古钟
古鐘錶	古钟表
谷氨醯胺	谷氨酰胺
谷壁	谷壁
谷川	谷川
谷地	谷地
谷底	谷底
谷都	谷都
谷風	谷风
谷峯	谷峰
谷歌	谷歌
谷關	谷关
谷口	谷口
谷口耕岩	谷口耕岩
谷蠡	谷蠡
谷里	谷里
谷里街道	谷里街道
谷樹皮	谷树皮
谷灣	谷湾
谷象	谷象
谷陽	谷阳
谷陽街道	谷阳街道
谷陽縣	谷阳县
谷陽鎮	谷阳镇
谷飲	谷饮
谷永	谷永
谷垣	谷垣
谷垣禎	谷垣祯
谷垣禎一	谷垣祯一
谷月涵	谷月涵
谷中谷	谷中谷
股東特別大會	股东特别大会
股份制	股份制
股價	股价
股價指數	股价指数
股栗膚粟	股栗肤粟
股慄	股栗
股票價格	股票价格
股票價值	股票价值
股票投資獲利率	股票投资获利率
骨幹	骨干
骨幹分子	骨干分子
骨幹網路	骨干网路
骨灰罈	骨灰坛
骨裏骨碌	骨里骨碌
骨肉團聚	骨肉团聚
骨肉團圞	骨肉团𪢮
骨肉團圓	骨肉团圆
骨罈	骨坛
骨頭裏掙出來的錢纔做得肉	骨头里挣出来的钱才做得肉
骨巖巖	骨岩岩
骨折	骨折
骨針	骨针
骨質軟化症	骨质软化症
骨質石化症	骨质石化症
骨質疏鬆	骨质疏松
骨質疏鬆症	骨质疏松症
骨子裏	骨子里
骨子裏頭	骨子里头
鼓板	鼓板
鼓不打不響鐘不撞不鳴	鼓不打不响钟不撞不鸣
鼓出	鼓出
鼓出來	鼓出来
鼓盪	鼓荡
鼓腹而遊	鼓腹而游
鼓裏	鼓里
鼓面	鼓面
鼓盆之戚	鼓盆之戚
鼓臺	鼓台
鼓譟	鼓噪
鼓子曲	鼓子曲
鼓足幹勁	鼓足干劲
穀氨酸	谷氨酸
穀保家商	谷保家商
穀倉	谷仓
穀艙	谷舱
穀草	谷草
穀場	谷场
穀城	谷城
穀城縣	谷城县
穀旦	谷旦
穀道	谷道
穀粉	谷粉
穀風	谷风
穀圭	谷圭
穀貴餓農	谷贵饿农
穀貴餓農穀賤傷農	谷贵饿农谷贱伤农
穀賤傷農	谷贱伤农
穀糠	谷糠
穀殼	谷壳
穀類	谷类
穀類作物	谷类作物
穀粒	谷粒
穀梁	谷梁
穀梁傳	谷梁传
穀米	谷米
穀苗	谷苗
穀皮	谷皮
穀人	谷人
穀日	谷日
穀神	谷神
穀神星	谷神星
穀食	谷食
穀穗	谷穗
穀物	谷物
穀陽	谷阳
穀陽郡	谷阳郡
穀陽豎	谷阳竖
穀陽縣	谷阳县
穀陽鎮	谷阳镇
穀雨	谷雨
穀子	谷子
固定匯率	固定汇率
固定術	固定术
固定制	固定制
固於	固于
固徵	固征
故出	故出
故當	故当
故地重遊	故地重游
故里	故里
故舍	故舍
故事裏	故事里
故態復萌	故态复萌
故於	故于
故云	故云
僱到	雇到
僱工	雇工
僱農	雇农
僱人	雇人
僱傭	雇佣
僱用	雇用
僱於	雇于
僱員	雇员
僱主	雇主
顧不了	顾不了
顧復之恩	顾复之恩
顧後瞻前	顾后瞻前
顧藉	顾借
顧面子	顾面子
顧念	顾念
顧前不顧後	顾前不顾后
顧前顧後	顾前顾后
顧曲	顾曲
顧曲周郎	顾曲周郎
顧問團	顾问团
顧顏面	顾颜面
顧正秋	顾正秋
刮補	刮补
刮鏟	刮铲
刮腸洗胃	刮肠洗胃
刮出	刮出
刮除	刮除
刮搭板兒	刮搭板儿
刮打	刮打
刮刀	刮刀
刮到	刮到
刮地皮	刮地皮
刮地器	刮地器
刮的	刮的
刮掉	刮掉
刮毒	刮毒
刮風下雪倒便宜	刮风下雪倒便宜
刮宮術	刮宫术
刮垢	刮垢
刮垢磨光	刮垢磨光
刮骨	刮骨
刮骨療毒	刮骨疗毒
刮骨去毒	刮骨去毒
刮刮	刮刮
刮刮而談	刮刮而谈
刮刮叫	刮刮叫
刮刮卡	刮刮卡
刮刮樂	刮刮乐
刮刮匝匝	刮刮匝匝
刮刮雜雜	刮刮杂杂
刮過	刮过
刮過來	刮过来
刮過去	刮过去
刮好	刮好
刮痕	刮痕
刮鬍	刮胡
刮鬍刀	刮胡刀
刮鬍子	刮胡子
刮拉	刮拉
刮喇	刮喇
刮剌	刮剌
刮剌剌	刮剌剌
刮來刮去	刮来刮去
刮冷風	刮冷风
刮臉	刮脸
刮臉刀	刮脸刀
刮臉皮	刮脸皮
刮摩	刮摩
刮目相待	刮目相待
刮目相看	刮目相看
刮皮刀	刮皮刀
刮破	刮破
刮起來	刮起来
刮取	刮取
刮痧	刮痧
刮傷	刮伤
刮上	刮上
刮舌	刮舌
刮舌子	刮舌子
刮書背	刮书背
刮頭	刮头
刮下	刮下
刮下來	刮下来
刮下去	刮下去
刮涎	刮涎
刮鬚	刮须
刮削	刮削
刮言	刮言
刮研	刮研
刮在	刮在
刮躁	刮躁
刮子	刮子
颳大風	刮大风
颳倒	刮倒
颳得	刮得
颳風	刮风
颳風後	刮风后
颳了	刮了
颳起	刮起
颳去	刮去
颳雪	刮雪
颳着	刮着
颳走	刮走
寡合	寡合
寡慾	寡欲
寡佔	寡占
卦千紙	卦千纸
掛礙	挂碍
掛杯架	挂杯架
掛錶	挂表
掛不上	挂不上
掛不下	挂不下
掛不住	挂不住
掛彩	挂彩
掛腸懸膽	挂肠悬胆
掛車	挂车
掛成	挂成
掛齒	挂齿
掛出	挂出
掛出來	挂出来
掛出去	挂出去
掛搭	挂搭
掛單	挂单
掛到	挂到
掛得	挂得
掛的	挂的
掛燈	挂灯
掛燈結綵	挂灯结彩
掛掉	挂掉
掛斗	挂斗
掛肚牽腸	挂肚牵肠
掛肚牽心	挂肚牵心
掛斷	挂断
掛個	挂个
掛勾	挂勾
掛鉤	挂钩
掛鉤兒	挂钩儿
掛鉤子	挂钩子
掛冠	挂冠
掛冠而去	挂冠而去
掛冠歸里	挂冠归里
掛冠求去	挂冠求去
掛過	挂过
掛過來	挂过来
掛過去	挂过去
掛好	挂好
掛號	挂号
掛號處	挂号处
掛號費	挂号费
掛號信	挂号信
掛號證	挂号证
掛紅	挂红
掛紅燈	挂红灯
掛懷	挂怀
掛幌子	挂幌子
掛回	挂回
掛回來	挂回来
掛回去	挂回去
掛火	挂火
掛貨鋪	挂货铺
掛記	挂记
掛架	挂架
掛僵	挂僵
掛角讀書	挂角读书
掛進	挂进
掛進來	挂进来
掛進去	挂进去
掛鏡兒	挂镜儿
掛來	挂来
掛來掛去	挂来挂去
掛籃	挂篮
掛了	挂了
掛了幌子	挂了幌子
掛曆	挂历
掛簾	挂帘
掛零	挂零
掛龍雨	挂龙雨
掛漏	挂漏
掛慮	挂虑
掛絡兒	挂络儿
掛落兒	挂落儿
掛滿	挂满
掛麪	挂面
掛名	挂名
掛名夫妻	挂名夫妻
掛念	挂念
掛牌	挂牌
掛牌匯率	挂牌汇率
掛起	挂起
掛起來	挂起来
掛千	挂千
掛球蛋	挂球蛋
掛入	挂入
掛上	挂上
掛上鉤	挂上钩
掛上來	挂上来
掛上去	挂上去
掛失	挂失
掛失止付	挂失止付
掛帥	挂帅
掛帥的社會	挂帅的社会
掛鎖	挂锁
掛頭牌	挂头牌
掛圖	挂图
掛圖表	挂图表
掛味兒	挂味儿
掛下	挂下
掛下來	挂下来
掛下去	挂下去
掛孝	挂孝
掛心	挂心
掛羊頭	挂羊头
掛羊頭賣狗肉	挂羊头卖狗肉
掛羊頭煮狗肉	挂羊头煮狗肉
掛一掛	挂一挂
掛一漏百	挂一漏百
掛一漏萬	挂一漏万
掛衣	挂衣
掛衣鉤	挂衣钩
掛衣冠	挂衣冠
掛衣架	挂衣架
掛意	挂意
掛印而逃	挂印而逃
掛印懸牌	挂印悬牌
掛有	挂有
掛在	挂在
掛在口上	挂在口上
掛在嘴邊	挂在嘴边
掛在嘴上	挂在嘴上
掛帳	挂帐
掛賬	挂账
掛招牌	挂招牌
掛鐘	挂钟
掛軸	挂轴
掛住	挂住
掛墜盒	挂坠盒
乖別	乖别
拐臂	拐臂
拐出	拐出
拐出來	拐出来
拐出去	拐出去
拐帶	拐带
拐到	拐到
拐得	拐得
拐點	拐点
拐過	拐过
拐回	拐回
拐回來	拐回来
拐回去	拐回去
拐角	拐角
拐進	拐进
拐來	拐来
拐了	拐了
拐賣	拐卖
拐跑	拐跑
拐騙	拐骗
拐去	拐去
拐人	拐人
拐入	拐入
拐上	拐上
拐彎	拐弯
拐下	拐下
拐誘	拐诱
拐棗	拐枣
拐着	拐着
拐住	拐住
拐走	拐走
柺棒	拐棒
柺棍	拐棍
柺杖	拐杖
柺子	拐子
怪傑	怪杰
怪了	怪了
怪里怪氣	怪里怪气
官板兒	官板儿
官報私仇	官报私仇
官兵一致	官兵一致
官不怕大只怕管	官不怕大只怕管
官地爲寀	官地为采
官復原職	官复原职
官價	官价
官卷	官卷
官曆	官历
官料藥	官料药
官面	官面
官面兒	官面儿
官能團	官能团
官能症	官能症
官念	官念
官商合辦	官商合办
官舍	官舍
官私合營	官私合营
官臺木	官台木
官制	官制
官莊	官庄
官准	官准
冠蓋如雲	冠盖如云
冠蓋雲集	冠盖云集
冠軍盃	冠军杯
冠世之才	冠世之才
冠冑	冠胄
冠狀動脈旁路移植手術	冠状动脉旁路移植手术
冠狀動脈旁通手術	冠状动脉旁通手术
冠狀動脈硬化症	冠状动脉硬化症
冠子蟲	冠子虫
棺材板	棺材板
棺材出了討挽歌郎錢	棺材出了讨挽歌郎钱
棺材裏	棺材里
棺材裏伸手	棺材里伸手
關不了	关不了
關出	关出
關個	关个
關弓與我确	关弓与我确
關合	关合
關懷面	关怀面
關回	关回
關回去	关回去
關節面	关节面
關了	关了
關了釘兒	关了钉儿
關嶺布依族苗族自治縣	关岭布依族苗族自治县
關念	关念
關山萬里	关山万里
關稅同盟	关税同盟
關臺	关台
關同	关同
關係	关系
關係部	关系部
關係詞	关系词
關係代名詞	关系代名词
關係到	关系到
關係調	关系调
關係法	关系法
關係戶	关系户
關係獎	关系奖
關係密切	关系密切
關係命題	关系命题
關係企業	关系企业
關係人	关系人
關係融洽	关系融洽
關係式	关系式
關係運算	关系运算
關係着	关系着
關於	关于
關岳	关岳
關雲長	关云长
關征	关征
關注	关注
關注度	关注度
觀採	观采
觀測臺	观测台
觀察出來	观察出来
觀察團	观察团
觀光簽證	观光签证
觀光勝地	观光胜地
觀光臺	观光台
觀光團	观光团
觀光遊憩性資源	观光游憩性资源
觀光週	观光周
觀後感	观后感
觀護制度	观护制度
觀景臺	观景台
觀禮臺	观礼台
觀念	观念
觀審制度	观审制度
觀臺	观台
觀望臺	观望台
觀象臺	观象台
觀星臺	观星台
觀葉植物	观叶植物
觀音庵	观音庵
觀者如雲	观者如云
觀者雲集	观者云集
觀衆臺	观众台
管不了	管不了
管城回族區	管城回族区
管道昇	管道升
管幹	管干
管個	管个
管家娘子	管家娘子
管樂團	管乐团
管了	管了
管理	管理
管理規範	管理规范
管理人才	管理人才
管理體制	管理体制
管理系	管理系
管理資訊系統	管理资讯系统
管人弔腳兒事	管人吊脚儿事
管轄範圍	管辖范围
管弦樂團	管弦乐团
管絃	管弦
管閒事	管闲事
管圓線蟲	管圆线虫
管制	管制
管制點	管制点
管制法	管制法
管制局	管制局
管制空域	管制空域
管制路線	管制路线
管制品	管制品
管制區	管制区
管制區域	管制区域
管制塔臺	管制塔台
管制員	管制员
管制站	管制站
管制中心	管制中心
館穀	馆谷
館際互借	馆际互借
館裏	馆里
館舍	馆舍
貫雲石	贯云石
貫注	贯注
慣擺	惯摆
慣性系	惯性系
慣於	惯于
灌出	灌出
灌出來	灌出来
灌出去	灌出去
灌溉面積	灌溉面积
灌溉系統	灌溉系统
灌個	灌个
灌回	灌回
灌回去	灌回去
灌了	灌了
灌錄	灌录
灌向	灌向
灌藥	灌药
灌於	灌于
灌雲	灌云
灌雲縣	灌云县
灌製	灌制
灌注	灌注
灌注器	灌注器
光板兒	光板儿
光表	光表
光采	光采
光彩	光彩
光彩奪目	光彩夺目
光彩起來	光彩起来
光彩耀眼	光彩耀眼
光衝量	光冲量
光出溜	光出溜
光出律	光出律
光導纖維	光导纤维
光電二極	光电二极
光電二極管	光电二极管
光電二極體	光电二极体
光碟櫃	光碟柜
光碟雜誌	光碟杂志
光度表	光度表
光二極管	光二极管
光發送器	光发送器
光範圍	光范围
光復	光复
光復國土	光复国土
光復國小	光复国小
光復會	光复会
光復節	光复节
光復舊京	光复旧京
光復舊物	光复旧物
光復路	光复路
光復南路	光复南路
光復鄉	光复乡
光桿	光杆
光桿兒	光杆儿
光桿司令	光杆司令
光槓	光杠
光光蕩蕩	光光荡荡
光合	光合
光合細菌	光合细菌
光合作用	光合作用
光輝典範	光辉典范
光脊樑	光脊梁
光價	光价
光可鑑人	光可鉴人
光了	光了
光了了	光了了
光鹵石	光卤石
光芒萬丈	光芒万丈
光面	光面
光面內質網	光面内质网
光面子	光面子
光敏症	光敏症
光明黨	光明党
光明面	光明面
光明雲	光明云
光能合成	光能合成
光念	光念
光前絕後	光前绝后
光前耀後	光前耀后
光前裕後	光前裕后
光圈範圍	光圈范围
光纖	光纤
光纖電纜	光纤电缆
光纖飛彈	光纤飞弹
光纖分佈式數據介面	光纤分布式数据介面
光纖分佈數據接口	光纤分布数据接口
光纖分散式資料介面	光纤分散式资料介面
光纖接口	光纤接口
光纖衰減	光纤衰减
光纖通信	光纤通信
光纖通信系統	光纤通信系统
光纖通訊	光纤通讯
光纖通訊幹道網路系統	光纤通讯干道网路系统
光纖維	光纤维
光向	光向
光效應藝術	光效应艺术
光學錄音	光学录音
光學系統	光学系统
光學字符識別	光学字符识别
光煙霧	光烟雾
光焰萬丈	光焰万丈
光藝術	光艺术
光緻緻	光致致
光週期	光周期
咣噹	咣当
广部	广部
廣播電臺	广播电台
廣播臺	广播台
廣播系統	广播系统
廣佈	广布
廣場恐怖症	广场恐怖症
廣場恐懼症	广场恐惧症
廣東炒麪	广东炒面
廣東藥學院	广东药学院
廣東住血吸蟲	广东住血吸虫
廣發	广发
廣泛	广泛
廣豐	广丰
廣豐縣	广丰县
廣告板	广告板
廣告曲	广告曲
廣告系	广告系
廣裏	广里
廣廈萬間	广厦万间
廣捨	广舍
廣徵	广征
逛出	逛出
逛出來	逛出来
逛出去	逛出去
逛蕩	逛荡
逛回	逛回
逛回來	逛回来
逛回去	逛回去
逛了	逛了
圭表	圭表
硅谷	硅谷
硅質岩	硅质岩
規定出來	规定出来
規定地價	规定地价
規定範圍	规定范围
規定價格	规定价格
規範	规范
規範的	规范的
規範動作	规范动作
規範管理	规范管理
規範化	规范化
規範化管理	规范化管理
規範技術	规范技术
規範理論	规范理论
規範名	规范名
規範企業	规范企业
規範市場	规范市场
規範司	规范司
規範文件	规范文件
規範行爲	规范行为
規範性	规范性
規範性文件	规范性文件
規範學	规范学
規範意見	规范意见
規範語言	规范语言
規範執法	规范执法
規範字	规范字
規範作用	规范作用
規復	规复
規畫出	规画出
規劃	规划
規劃案	规划案
規劃成	规划成
規劃出	规划出
規劃範圍	规划范围
規劃好	规划好
規劃局	规划局
規劃人員	规划人员
規劃爲	规划为
規矩準繩	规矩准绳
規章制度	规章制度
規制	规制
閨範	闺范
龜卜	龟卜
龜鑑	龟鉴
歸併	归并
歸併到	归并到
歸併在	归并在
歸功於	归功于
歸回	归回
歸咎於	归咎于
歸類於	归类于
歸裏包堆	归里包堆
歸面	归面
歸納出	归纳出
歸屬於	归属于
歸順於	归顺于
歸隨於	归随于
歸向	归向
歸向導引	归向导引
歸虛谷	归虚谷
歸煙	归烟
歸因於	归因于
歸於	归于
歸餘	归余
歸真反樸	归真反朴
歸諸於	归诸于
歸罪於	归罪于
癸丑	癸丑
軌道面	轨道面
軌範	轨范
軌制	轨制
鬼才	鬼才
